Latitude,Longitude,Street Address,Price,Date Sold,Neighborhood,More Address,Beds,Baths,House Type,Square Feet
41.969986,-87.77307,4915 N Menard Ave,310000.0,"Jan  7, 2015",Jefferson Park,"Chicago, IL 60630",,,Multi-Family,1824.0
41.892014,-87.6236,535 N Michigan Ave #503,171500.0,"Jan  7, 2015",Near North Side,"Chicago, IL 60611",,,Condo,
41.904797,-87.62909,1224 N State Pkwy #24D,375000.0,"Jan  7, 2015",Near North Side,"Chicago, IL 60610",,,Condo,
41.68426,-87.61831,160 E Kensington Ave,22500.0,"Jan  7, 2015",West Pullman,"Chicago, IL 60628",,,Multi-Family,3700.0
41.69291,-87.720055,11001 S Pulaski Rd,125000.0,"Jan  7, 2015",Mount Greenwood,"Chicago, IL 60655",2.0,,Single-Family Home,806.0
41.69746,-87.667694,10714 S Wood St,216000.0,"Jan  7, 2015",Morgan Park,"Chicago, IL 60643",3.0,,Single-Family Home,1662.0
41.933372,-87.774445,2911 N Mason Ave,300000.0,"Jan  7, 2015",Belmont Central,"Chicago, IL 60634",3.0,,Single-Family Home,1438.0
41.969276,-87.77225,5753 W Ainslie St,245000.0,"Jan  7, 2015",Jefferson Park,"Chicago, IL 60630",2.0,,Single-Family Home,1220.0
41.776115,-87.743774,6412 S La Crosse Ave,182500.0,"Jan  7, 2015",Clearing,"Chicago, IL 60638",3.0,,Single-Family Home,1058.0
41.842815,-87.719284,2653 S Hamlin Ave,48000.0,"Jan  7, 2015",Little Village,"Chicago, IL 60623",,,Multi-Family,1502.0
41.906925,-87.63233,1360 N Sandburg Ter #2808C,203000.0,"Jan  7, 2015",Near North Side,"Chicago, IL 60610",,,Condo,
41.894215,-87.684906,2310 W Huron St #3B,130000.0,"Jan  7, 2015",West Town,"Chicago, IL 60612",,,Condo,
42.018105,-87.686966,7514 N Bell Ave,72000.0,"Jan  7, 2015",West Rogers Park,"Chicago, IL 60645",2.0,,Townhouse,1152.0
41.900394,-87.67559,1027 N Winchester Ave #2,365000.0,"Jan  7, 2015",Wicker Park,"Chicago, IL 60622",,,Condo,
41.992783,-87.71929,6124 N Central Park Ave,340000.0,"Jan  7, 2015",North Park,"Chicago, IL 60659",4.0,,Single-Family Home,1851.0
41.68287,-87.68176,11557 S Artesian Ave,121000.0,"Jan  7, 2015",Morgan Park,"Chicago, IL 60655",3.0,,Single-Family Home,1482.0
41.953304,-87.64557,3900 N Lake Shore Dr #22C,127500.0,"Jan  7, 2015",,"Chicago, IL 60613",,,Condo,
41.921,-87.745346,2210 N Keating Ave,96000.0,"Jan  7, 2015",Cragin,"Chicago, IL 60639",4.0,,Single-Family Home,1316.0
41.888348,-87.62881,300 N State St #3112,217000.0,"Jan  7, 2015",Near North Side,"Chicago, IL 60654",,,Condo,
41.91365,-87.66931,1740 N Marshfield Ave #L-31,567000.0,"Jan  7, 2015",Wicker Park,"Chicago, IL 60622",,,Condo,
41.87629,-87.64172,417 S Jefferson St #106-B,290000.0,"Jan  7, 2015",,"Chicago, IL 60607",,,Condo,
41.91906,-87.8011,2132 N Sayre Ave,408500.0,"Jan  7, 2015",Galewood,"Chicago, IL 60707",4.0,,Single-Family Home,4420.0
41.995228,-87.821465,6305 N Canfield Ave,270000.0,"Jan  7, 2015",Norwood Park,"Chicago, IL 60631",2.0,,Single-Family Home,1126.0
41.72757,-87.61726,246 E 92nd St,25000.0,"Jan  7, 2015",Roseland,"Chicago, IL 60619",2.0,,Townhouse,1111.0
41.903744,-87.689156,1223 N Campbell Ave #2,246000.0,"Jan  7, 2015",West Town,"Chicago, IL 60622",,,Condo,
41.91297,-87.6869,1735 N Western Ave #2,320000.0,"Jan  7, 2015",West Town,"Chicago, IL 60647",,,Condo,
41.89152,-87.61278,505 N Lake Shore Dr #1208,260000.0,"Jan  7, 2015",Near North Side,"Chicago, IL 60611",,,Condo,
41.948,-87.64602,3604 N Pine Grove Ave #3604-B4,107000.0,"Jan  7, 2015",,"Chicago, IL 60613",,,Condo,
41.982723,-87.715546,3433 W Bryn Mawr Ave #3433-1-N,76000.0,"Jan  7, 2015",North Park,"Chicago, IL 60659",,,Condo,
41.69225,-87.60805,11113 S Saint Lawrence Ave,60000.0,"Jan  7, 2015",Pullman,"Chicago, IL 60628",4.0,,Townhouse,1772.0
41.899338,-87.64517,900 N Kingsbury St #840,245000.0,"Jan  7, 2015",Near North Side,"Chicago, IL 60610",,,Condo,
41.957664,-87.64829,711 W Gordon Ter #310,177500.0,"Jan  7, 2015",Uptown,"Chicago, IL 60613",,,Condo,
41.965252,-87.771866,5752 W Eastwood Ave,299000.0,"Jan  7, 2015",Portage Park,"Chicago, IL 60630",3.0,,Single-Family Home,1085.0
41.954105,-87.648476,3930 N Pine Grove Ave #1502,130000.0,"Jan  7, 2015",,"Chicago, IL 60613",,,Condo,
41.760605,-87.69327,7306 S California Ave,90000.0,"Jan  7, 2015",Chicago Lawn,"Chicago, IL 60629",2.0,,Single-Family Home,866.0
41.981674,-87.65449,5455 N Sheridan Rd #2001,220000.0,"Jan  7, 2015",Edgewater,"Chicago, IL 60640",,,Condo,
41.748802,-87.672745,7949 S Damen Ave,142500.0,"Jan  7, 2015",Auburn Gresham,"Chicago, IL 60620",2.0,,Single-Family Home,973.0
41.69935,-87.682335,10651 S Artesian Ave,80000.0,"Jan  7, 2015",Beverly,"Chicago, IL 60655",,,Condo,
41.955814,-87.729744,4110 N Keystone Ave #4110-3E,148000.0,"Jan  7, 2015",Irving Park,"Chicago, IL 60641",,,Condo,
41.95133,-87.672905,3822 N Hermitage Ave,640000.0,"Jan  7, 2015",,"Chicago, IL 60613",4.0,,Single-Family Home,1846.0
41.741413,-87.58951,8430 S Dante Ave,199000.0,"Jan  7, 2015",Avalon Park,"Chicago, IL 60619",5.0,,Single-Family Home,1128.0
41.88528,-87.654785,1101 W Lake St #5E,1190000.0,"Jan  7, 2015",,"Chicago, IL 60607",,,Condo,
41.941975,-87.65935,3308 N Racine Ave,950000.0,"Jan  7, 2015",,"Chicago, IL 60657",,,Multi-Family,3102.0
41.93838,-87.73204,4162 W Fletcher St,277000.0,"Jan  7, 2015",Avondale,"Chicago, IL 60641",,,Multi-Family,2050.0
41.976295,-87.67901,1964 W Foster Ave #1964-E,341000.0,"Jan  7, 2015",Lincoln Square,"Chicago, IL 60640",,,Condo,
41.89778,-87.69072,2532 W Iowa St #2532-2,205500.0,"Jan  7, 2015",West Town,"Chicago, IL 60622",,,Condo,
41.940456,-87.658615,3219 N Racine Ave #2N,459000.0,"Jan  7, 2015",,"Chicago, IL 60657",,,Condo,
42.006428,-87.66015,1155 W Farwell Ave #2,307500.0,"Jan  7, 2015",Rogers Park,"Chicago, IL 60626",,,Condo,
41.886562,-87.62159,222 N Columbus Dr #804,365000.0,"Jan  7, 2015",Loop,"Chicago, IL 60601",,,Condo,
41.857323,-87.6244,1808 S Michigan Ave #7,309500.0,"Jan  7, 2015",Near South Side,"Chicago, IL 60616",,,Condo,
41.86869,-87.62538,1111 S Wabash Ave #1701,410000.0,"Jan  7, 2015",Loop,"Chicago, IL 60605",,,Condo,
41.9082,-87.64178,1421 N Mohawk St,1200000.0,"Jan  7, 2015",Near North Side,"Chicago, IL 60610",4.0,,Single-Family Home,3022.0
41.9392,-87.78938,3231 N Neenah Ave,219000.0,"Jan  7, 2015",Dunning,"Chicago, IL 60634",3.0,,Single-Family Home,1165.0
41.778084,-87.71667,3730 W 63rd Pl,155000.0,"Jan  7, 2015",West Lawn,"Chicago, IL 60629",3.0,,Single-Family Home,988.0
41.694427,-87.52666,11033 S Avenue C,41005.0,"Jan  6, 2015",East Side,"Chicago, IL 60617",2.0,,Single-Family Home,810.0
41.718174,-87.56503,9722 S Yates Blvd,32000.0,"Jan  6, 2015",Jeffrey Manor,"Chicago, IL 60617",2.0,,Townhouse,931.0
41.74222,-87.703094,3221 W 83rd St,80000.0,"Jan  6, 2015",Ashburn,"Chicago, IL 60652",2.0,,Single-Family Home,917.0
41.80315,-87.73971,4928 S Knox Ave,165000.0,"Jan  6, 2015",Garfield Ridge,"Chicago, IL 60632",2.0,,Single-Family Home,1032.0
41.941822,-87.66646,1500 W School St #1,363500.0,"Jan  6, 2015",,"Chicago, IL 60657",,,Condo,
41.93113,-87.657295,2728 N Lincoln Ave #3E,387000.0,"Jan  6, 2015",DePaul,"Chicago, IL 60614",,,Condo,
41.962086,-87.84117,4525 N Delphia Ave,49000.0,"Jan  6, 2015",O'Hare,"Chicago, IL 60656",,,Single-Family Home,
41.974262,-87.707214,3128 W Carmen Ave #3128-G,105000.0,"Jan  6, 2015",Albany Park,"Chicago, IL 60625",,,Condo,
41.840225,-87.62254,2901 S Michigan Ave,70000.0,"Jan  6, 2015",Douglas,"Chicago, IL 60616",,,Condo,
41.897984,-87.6781,2022 W Iowa St #2022-2,335500.0,"Jan  6, 2015",Ukranian Village,"Chicago, IL 60622",,,Condo,
41.879562,-87.685165,2333 W Monroe St,215000.0,"Jan  6, 2015",,"Chicago, IL 60612",5.0,,Townhouse,3074.0
41.78451,-87.71452,3632 W 60th St,110000.0,"Jan  6, 2015",West Lawn,"Chicago, IL 60629",2.0,,Single-Family Home,1083.0
41.92992,-87.80315,2730 N Nordica Ave,175000.0,"Jan  6, 2015",Montclare,"Chicago, IL 60707",2.0,,Single-Family Home,1045.0
41.91227,-87.635506,1636 N Wells St #1502,127000.0,"Jan  6, 2015",Lincoln Park,"Chicago, IL 60614",,,Condo,
41.91297,-87.6869,1735 N Western Ave #4,325000.0,"Jan  6, 2015",West Town,"Chicago, IL 60647",,,Condo,
41.910248,-87.77237,1629 N Mayfield Ave,243000.0,"Jan  6, 2015",Austin,"Chicago, IL 60639",,,Multi-Family,2102.0
41.910526,-87.683754,1600 N Bell Ave #4A,558000.0,"Jan  6, 2015",Wicker Park,"Chicago, IL 60647",,,Condo,
41.943634,-87.78062,6145 W Cornelia Ave,358000.0,"Jan  6, 2015",Dunning,"Chicago, IL 60634",2.0,,Single-Family Home,1017.0
41.950657,-87.65721,3757 N Clifton Ave #3,575000.0,"Jan  6, 2015",Lakeview,"Chicago, IL 60613",,,Condo,
41.91519,-87.6809,2119 W Moffat St,670000.0,"Jan  6, 2015",Bucktown,"Chicago, IL 60647",,,Multi-Family,1291.0
41.877457,-87.6469,770 W Gladys Ave #208,350000.0,"Jan  6, 2015",Greektown,"Chicago, IL 60661",,,Condo,
41.977917,-87.666374,1435 W Berwyn Ave #1,640000.0,"Jan  6, 2015",Edgewater,"Chicago, IL 60640",,,Condo,
41.95931,-87.77366,4322 N Monitor Ave,240000.0,"Jan  6, 2015",Portage Park,"Chicago, IL 60634",2.0,,Single-Family Home,1098.0
41.883556,-87.6342,208 W Washington St #1210,330000.0,"Jan  6, 2015",Loop,"Chicago, IL 60606",,,Condo,
41.895355,-87.62495,100 E Huron St #2301,360000.0,"Jan  6, 2015",Near North Side,"Chicago, IL 60611",,,Condo,
41.97318,-87.793625,5041 N Normandy Ave,550000.0,"Jan  6, 2015",Norwood Park,"Chicago, IL 60656",2.0,,Single-Family Home,520.0
41.9214,-87.6989,2839 W Palmer St #2839-G,190000.0,"Jan  6, 2015",Logan Square,"Chicago, IL 60647",,,Condo,
41.983177,-87.7794,6034 W Bryn Mawr Ave,340000.0,"Jan  6, 2015",Norwood Park,"Chicago, IL 60646",,,Multi-Family,2376.0
41.90381,-87.67396,1214 N Marion Ct,521000.0,"Jan  6, 2015",Wicker Park,"Chicago, IL 60622",3.0,,Townhouse,1808.0
41.91305,-87.635414,210 W Eugenie St #210-B,335000.0,"Jan  6, 2015",Lincoln Park,"Chicago, IL 60614",,,Condo,
41.773235,-87.730286,6558 S Kildare Ave,170000.0,"Jan  6, 2015",West Lawn,"Chicago, IL 60629",3.0,,Single-Family Home,960.0
41.76297,-87.64955,7208 S Morgan St,177000.0,"Jan  6, 2015",Englewood,"Chicago, IL 60621",,,Multi-Family,2590.0
41.876583,-87.63493,235 W Van Buren St,295000.0,"Jan  6, 2015",Loop,"Chicago, IL 60607",,,Condo,
41.98154,-87.702934,2934 W Catalpa Ave,495000.0,"Jan  6, 2015",Lincoln Square,"Chicago, IL 60625",4.0,,Single-Family Home,2209.0
41.95823,-87.73144,4236 N Kedvale Ave #G4,95000.0,"Jan  6, 2015",Irving Park,"Chicago, IL 60641",,,Condo,
41.706573,-87.612175,10325 S Vernon Ave,37500.0,"Jan  6, 2015",Roseland,"Chicago, IL 60628",3.0,,Single-Family Home,1083.0
41.69701,-87.714096,10757 S Ridgeway Ave,320000.0,"Jan  6, 2015",Mount Greenwood,"Chicago, IL 60655",3.0,,Single-Family Home,1349.0
41.899834,-87.620995,221 E Walton Pl #18E,860500.0,"Jan  6, 2015",Near North Side,"Chicago, IL 60611",,,Condo,
41.693325,-87.67668,2206 W 110th Pl,329000.0,"Jan  6, 2015",Morgan Park,"Chicago, IL 60643",4.0,,Single-Family Home,2000.0
41.942516,-87.72029,3350 N Lawndale Ave,300000.0,"Jan  6, 2015",Avondale,"Chicago, IL 60618",,,Multi-Family,2832.0
41.90087,-87.69355,2641 W Thomas St,420000.0,"Jan  6, 2015",West Town,"Chicago, IL 60622",,,Multi-Family,2916.0
41.940517,-87.745674,4749 W School St #4749-GE,63000.0,"Jan  6, 2015",Portage Park,"Chicago, IL 60641",,,Condo,
41.970844,-87.74315,4920 N Kilpatrick Ave,185000.0,"Jan  6, 2015",Albany Park,"Chicago, IL 60630",2.0,,Single-Family Home,1064.0
41.88052,-87.68747, Unknown,183000.0,"Jan  6, 2015",,"Chicago, IL 60612",,,Condo,
41.980457,-87.845955,8747 W Bryn Mawr Ave #607,265000.0,"Jan  6, 2015",O'Hare,"Chicago, IL 60631",,,Condo,
41.894356,-87.62768,2 E Erie St #2706,322000.0,"Jan  6, 2015",Near North Side,"Chicago, IL 60611",,,Condo,
41.87246,-87.711075,3407 W Flournoy St,30000.0,"Jan  6, 2015",East Garfield Park,"Chicago, IL 60624",,,Multi-Family,2522.0
41.732567,-87.61569,8901 S Calumet Ave,125000.0,"Jan  6, 2015",Chatham,"Chicago, IL 60619",3.0,,Single-Family Home,1311.0
41.9358,-87.66744,1533 W Wellington Ave,1380000.0,"Jan  6, 2015",,"Chicago, IL 60657",3.0,,Single-Family Home,2698.0
41.95084,-87.74048,3833 N Kilbourn Ave,555000.0,"Jan  6, 2015",Irving Park,"Chicago, IL 60641",3.0,,Single-Family Home,1633.0
41.89334,-87.75519,709 N Laramie Ave,23500.0,"Jan  6, 2015",Austin,"Chicago, IL 60644",3.0,,Single-Family Home,1462.0
41.972347,-87.73589,5016 N Kildare Ave,271000.0,"Jan  6, 2015",Albany Park,"Chicago, IL 60630",3.0,,Single-Family Home,1245.0
41.843052,-87.66164,2862 S Hillock Ave,220000.0,"Jan  6, 2015",Bridgeport,"Chicago, IL 60608",,,Multi-Family,2520.0
41.896763,-87.71478,843 N Drake Ave,43000.0,"Jan  6, 2015",Humboldt Park,"Chicago, IL 60651",2.0,,Single-Family Home,977.0
41.878967,-87.69834,2855 W Wilcox St,45500.0,"Jan  6, 2015",East Garfield Park,"Chicago, IL 60612",4.0,,Single-Family Home,2772.0
41.81148,-87.615364,424 E 46th St #1,275000.0,"Jan  6, 2015",Grand Boulevard,"Chicago, IL 60653",,,Condo,
41.889584,-87.63306,400 N La Salle Dr #2902,507000.0,"Jan  6, 2015",Near North Side,"Chicago, IL 60654",,,Condo,
41.949276,-87.652824,920 W Waveland Ave #920-2,236500.0,"Jan  6, 2015",Lakeview,"Chicago, IL 60613",,,Condo,
41.910793,-87.7855,1654 N Narragansett Ave,132500.0,"Jan  6, 2015",Galewood,"Chicago, IL 60639",,,Multi-Family,3324.0
41.991302,-87.6547,6007 N Sheridan Rd #20C,180000.0,"Jan  6, 2015",Edgewater,"Chicago, IL 60660",,,Condo,
41.74442,-87.71284,3618 W 82nd St,180000.0,"Jan  6, 2015",Ashburn,"Chicago, IL 60652",2.0,,Single-Family Home,1080.0
41.938873,-87.645996,639 W Briar Pl #1E,830000.0,"Jan  6, 2015",,"Chicago, IL 60657",,,Condo,
41.755573,-87.563,7656 S Kingston Ave,865000.0,"Jan  6, 2015",South Shore,"Chicago, IL 60649",,,Multi-Family,
41.873756,-87.63329,611 S Wells St #2408,242000.0,"Jan  6, 2015",Loop,"Chicago, IL 60607",,,Condo,
41.783283,-87.73476,6023 S Kilbourn Ave,108000.0,"Jan  6, 2015",West Lawn,"Chicago, IL 60629",3.0,,Single-Family Home,1302.0
41.95261,-87.70517,3915 N Albany Ave,340000.0,"Jan  6, 2015",Irving Park,"Chicago, IL 60618",,,Multi-Family,1683.0
41.701015,-87.69796,10552 S Whipple St,355000.0,"Jan  6, 2015",Mount Greenwood,"Chicago, IL 60655",2.0,,Single-Family Home,732.0
41.793777,-87.58326,1700 E 56th St #2709,155000.0,"Jan  6, 2015",Hyde Park,"Chicago, IL 60637",,,Condo,
41.83958,-87.63747,3011 S Canal St,265000.0,"Jan  6, 2015",Bridgeport,"Chicago, IL 60616",,,Multi-Family,1750.0
41.904552,-87.62832,1 E Scott St #902,128000.0,"Jan  6, 2015",Near North Side,"Chicago, IL 60610",,,Condo,
41.80013,-87.60375,5227 S Drexel Ave #5227-2,125000.0,"Jan  6, 2015",Hyde Park,"Chicago, IL 60615",,,Condo,
41.97803,-87.65686,1045 W Berwyn Ave,401000.0,"Jan  6, 2015",Edgewater,"Chicago, IL 60640",3.0,,Townhouse,2040.0
41.923378,-87.68119,2319 N Hamilton Ave,392500.0,"Jan  6, 2015",Bucktown,"Chicago, IL 60647",3.0,,Townhouse,1936.0
41.98105,-87.65449,5445 N Sheridan Rd #1809,90000.0,"Jan  6, 2015",Edgewater,"Chicago, IL 60640",,,Condo,
41.69935,-87.682335,10647 S Artesian Ave,119000.0,"Jan  6, 2015",Beverly,"Chicago, IL 60655",,,Condo,
41.875008,-87.631226,520 S State St #503,360000.0,"Jan  6, 2015",Loop,"Chicago, IL 60605",,,Condo,
41.86869,-87.62538,1111 S Wabash Ave #1607,229500.0,"Jan  6, 2015",Loop,"Chicago, IL 60605",,,Condo,
41.745033,-87.68081,2315 W 81st Pl,42500.0,"Jan  5, 2015",Ashburn,"Chicago, IL 60620",2.0,,Single-Family Home,960.0
41.886562,-87.62159,222 N Columbus Dr #1404,237500.0,"Jan  5, 2015",Loop,"Chicago, IL 60601",,,Condo,
41.655,-87.539024,13214 S Avenue N,136000.0,"Jan  5, 2015",Hegewisch,"Chicago, IL 60633",3.0,,Single-Family Home,1338.0
41.922066,-87.68179,2222 N Hamilton Ave,499000.0,"Jan  5, 2015",Bucktown,"Chicago, IL 60647",,,Multi-Family,1440.0
42.021385,-87.67079,7712 N Ashland Ave #3,146500.0,"Jan  5, 2015",Rogers Park,"Chicago, IL 60626",,,Condo,
41.994385,-87.654655,6171 N Sheridan Rd #901,85500.0,"Jan  5, 2015",,"Chicago, IL 60660",,,Condo,
41.940506,-87.64036,420 W Belmont Ave #P2-65,35000.0,"Jan  5, 2015",,"Chicago, IL 60657",,,Condo,
41.961834,-87.747955,4344 N Cicero Ave,186000.0,"Jan  5, 2015",Portage Park,"Chicago, IL 60641",3.0,,Single-Family Home,984.0
41.80557,-87.614044,4906 S Vincennes Ave #4906-3,107500.0,"Jan  5, 2015",Grand Boulevard,"Chicago, IL 60615",,,Condo,
41.75507,-87.572716,7700 S Merrill Ave,175000.0,"Jan  5, 2015",South Shore,"Chicago, IL 60649",3.0,,Single-Family Home,1611.0
41.738453,-87.66351,8532 S Ashland Ave,112000.0,"Jan  5, 2015",Auburn Gresham,"Chicago, IL 60620",,,Multi-Family,4098.0
41.90207,-87.62483,1040 N Lake Shore Dr #25D,2175000.0,"Jan  5, 2015",Near North Side,"Chicago, IL 60611",,,Condo,
41.931458,-87.666534,2720 N Greenview Ave #BS-2,600000.0,"Jan  5, 2015",DePaul,"Chicago, IL 60614",,,Condo,
41.927666,-87.667854,2521 N Ashland Ave #2S,462500.0,"Jan  5, 2015",DePaul,"Chicago, IL 60614",,,Condo,
41.94387,-87.70388,3445 N Whipple St,480000.0,"Jan  5, 2015",Avondale,"Chicago, IL 60618",,,Single-Family Home,
41.9048,-87.68129,2157 W Potomac Ave #3,485000.0,"Jan  5, 2015",Wicker Park,"Chicago, IL 60622",,,Condo,
41.95568,-87.68193,2117 W Belle Plaine Ave,1175000.0,"Jan  5, 2015",North Center,"Chicago, IL 60618",3.0,,Single-Family Home,2622.0
41.951485,-87.64731,663 W Grace St #518,71000.0,"Jan  5, 2015",,"Chicago, IL 60613",,,Condo,
41.90689,-87.64681,1407 N Burling St,440000.0,"Jan  5, 2015",Near North Side,"Chicago, IL 60610",,,Condo,
41.760098,-87.69866,7323 S Whipple St,103000.0,"Jan  5, 2015",Chicago Lawn,"Chicago, IL 60629",2.0,,Single-Family Home,960.0
41.977955,-87.657455,1055 W Berwyn Ave #1055-3,195500.0,"Jan  5, 2015",Edgewater,"Chicago, IL 60640",,,Condo,
41.962692,-87.72994,4503 N Karlov Ave,315000.0,"Jan  5, 2015",Albany Park,"Chicago, IL 60630",,,Multi-Family,2853.0
41.718105,-87.66011,9644 S Winston Ave,290000.0,"Jan  5, 2015",Washington Heights - Brainerd,"Chicago, IL 60643",4.0,,Single-Family Home,1431.0
41.967964,-87.65223,853 W Lakeside Pl #3E,294500.0,"Jan  5, 2015",Uptown,"Chicago, IL 60640",,,Condo,
41.963894,-87.7367,4541 N Lowell Ave,499500.0,"Jan  5, 2015",Irving Park,"Chicago, IL 60630",2.0,,Single-Family Home,1044.0
41.740753,-87.621574,8436 S Michigan Ave,160000.0,"Jan  5, 2015",Chatham,"Chicago, IL 60619",3.0,,Single-Family Home,1356.0
41.963787,-87.760605,5312 W Windsor Ave #5312-3W,118000.0,"Jan  5, 2015",Portage Park,"Chicago, IL 60630",,,Condo,
41.764137,-87.63253,7140 S Princeton Ave,25000.0,"Jan  5, 2015",Greater Grand Crossing,"Chicago, IL 60621",5.0,,Single-Family Home,2720.0
41.938557,-87.81568,3218 N Oleander Ave,250000.0,"Jan  5, 2015",Dunning,"Chicago, IL 60634",3.0,,Single-Family Home,1326.0
41.944614,-87.73505,4308 W Cornelia Ave,470000.0,"Jan  5, 2015",Irving Park,"Chicago, IL 60641",,,Multi-Family,6221.0
41.953697,-87.667015,3939 N Greenview Ave #2N,497000.0,"Jan  5, 2015",,"Chicago, IL 60613",,,Condo,
41.809624,-87.69947,4610 S Sacramento Ave,134500.0,"Jan  5, 2015",Brighton Park,"Chicago, IL 60632",2.0,,Single-Family Home,1100.0
41.91077,-87.62728,1555 N Astor St #3W,1235000.0,"Jan  5, 2015",Near North Side,"Chicago, IL 60610",,,Condo,
41.955917,-87.647415,700 W Bittersweet Pl #607,117000.0,"Jan  5, 2015",Uptown,"Chicago, IL 60613",,,Condo,
41.94011,-87.81694,3314 N Oriole Ave,340000.0,"Jan  5, 2015",Dunning,"Chicago, IL 60634",3.0,,Single-Family Home,2634.0
41.97447,-87.71562,5121 N Saint Louis Ave,285000.0,"Jan  5, 2015",North Park,"Chicago, IL 60625",3.0,,Single-Family Home,1298.0
41.901997,-87.67057,1077 N Hermitage Ave #2,362000.0,"Jan  5, 2015",Wicker Park,"Chicago, IL 60622",,,Condo,
41.742153,-87.65435,8335 S Elizabeth St,184000.0,"Jan  5, 2015",Auburn Gresham,"Chicago, IL 60620",2.0,,Single-Family Home,989.0
41.773235,-87.57808,6700 S Euclid Ave,500000.0,"Jan  5, 2015",South Shore,"Chicago, IL 60649",4.0,,Single-Family Home,1900.0
41.69899,-87.707306,3432 W 107th St,125000.0,"Jan  5, 2015",Mount Greenwood,"Chicago, IL 60655",3.0,,Single-Family Home,728.0
41.985645,-87.78612,5731 N Mulligan Ave,244500.0,"Jan  5, 2015",Norwood Park,"Chicago, IL 60646",2.0,,Single-Family Home,1045.0
41.663418,-87.554054,12741 S Muskegon Ave,58000.0,"Jan  5, 2015",Hegewisch,"Chicago, IL 60633",3.0,,Single-Family Home,1142.0
41.763035,-87.61889,7224 S Prairie Ave,195000.0,"Jan  5, 2015",Greater Grand Crossing,"Chicago, IL 60619",3.0,,Single-Family Home,1400.0
41.88501,-87.61481,155 N Harbor Dr #4702,430000.0,"Jan  5, 2015",Loop,"Chicago, IL 60601",,,Condo,
41.984245,-87.657036,5616 N Kenmore Ave #5E,60000.0,"Jan  5, 2015",Edgewater,"Chicago, IL 60660",,,Condo,
41.946114,-87.76588,3604 N Luna Ave,180000.0,"Jan  5, 2015",Portage Park,"Chicago, IL 60641",3.0,,Single-Family Home,1160.0
41.7489,-87.60602,8019 S Evans Ave,104500.0,"Jan  5, 2015",Chatham,"Chicago, IL 60619",,,Multi-Family,4566.0
41.806602,-87.58658,4800 S Chicago Beach Dr #1205N,106000.0,"Jan  5, 2015",Kenwood,"Chicago, IL 60615",,,Condo,
41.94557,-87.77177,5801 W Addison St,330000.0,"Jan  5, 2015",Portage Park,"Chicago, IL 60634",,,Multi-Family,3990.0
41.9953,-87.69136,6240 N Artesian Ave,368000.0,"Jan  5, 2015",West Rogers Park,"Chicago, IL 60659",,,Multi-Family,3040.0
41.973843,-87.713844,5062 N Kimball Ave,876000.0,"Jan  5, 2015",North Park,"Chicago, IL 60625",,,Unknown,
42.020096,-87.669106,7623 N Bosworth Ave #2,195000.0,"Jan  5, 2015",Rogers Park,"Chicago, IL 60626",,,Condo,
41.812634,-87.5939,4551 S Oakenwald Ave #4,260000.0,"Jan  5, 2015",Kenwood,"Chicago, IL 60653",,,Condo,
41.84325,-87.645515,2806 S Emerald Ave,210000.0,"Jan  5, 2015",Bridgeport,"Chicago, IL 60616",,,Multi-Family,1549.0
41.73481,-87.58843,8804 S Blackstone Ave,58900.0,"Jan  5, 2015",Calumet Heights,"Chicago, IL 60619",,,Multi-Family,2080.0
41.892612,-87.7068,620 N Kedzie Ave,73000.0,"Jan  5, 2015",Humboldt Park,"Chicago, IL 60612",,,Multi-Family,2298.0
41.91583,-87.64029,1838 N Hudson Ave,3375000.0,"Jan  5, 2015",Lincoln Park,"Chicago, IL 60614",6.0,,Single-Family Home,4206.0
41.73837,-87.71473,3709 W 85th St,153000.0,"Jan  5, 2015",Ashburn,"Chicago, IL 60652",2.0,,Single-Family Home,1040.0
41.943974,-87.79025,3504 N Neenah Ave,265000.0,"Jan  5, 2015",Dunning,"Chicago, IL 60634",,,Multi-Family,1936.0
41.693024,-87.68894,11014 S Washtenaw Ave,103000.0,"Jan  5, 2015",Morgan Park,"Chicago, IL 60655",2.0,,Single-Family Home,979.0
41.716427,-87.57379,2100 E 98th Pl,25000.0,"Jan  5, 2015",Jeffrey Manor,"Chicago, IL 60617",3.0,,Townhouse,958.0
41.96073,-87.64856,727 W Junior Ter #1-B,300000.0,"Jan  5, 2015",Uptown,"Chicago, IL 60613",,,Condo,
41.918667,-87.65546,2019 N Seminary Ave,1497000.0,"Jan  5, 2015",DePaul,"Chicago, IL 60614",4.0,,Single-Family Home,2156.0
41.942764,-87.65818,3336 N Clifton Ave #2,380000.0,"Jan  5, 2015",,"Chicago, IL 60657",,,Condo,
41.93947,-87.6719,1719 W Belmont Ave,580000.0,"Jan  5, 2015",,"Chicago, IL 60657",2.0,,Townhouse,1773.0
41.798656,-87.58305,1724 E 54th St,450000.0,"Jan  5, 2015",Hyde Park,"Chicago, IL 60615",2.0,,Townhouse,2076.0
41.70139,-87.71985,10526 S Harding Ave,224500.0,"Jan  5, 2015",Mount Greenwood,"Chicago, IL 60655",3.0,,Single-Family Home,1206.0
41.927887,-87.650604,843 W Lill Ave,869000.0,"Jan  5, 2015",DePaul,"Chicago, IL 60614",,,Multi-Family,3500.0
