Latitude,Longitude,Street Address,Price,Date Sold,Neighborhood,More Address,Beds,Baths,House Type,Square Feet
41.922882,-87.68426,2238 W Lyndale St,415000.0,"Nov 26, 2014",Bucktown,"Chicago, IL 60647",,,Multi-Family,1580.0
41.984238,-87.66395,5620 N Wayne Ave #1,307500.0,"Nov 26, 2014",Edgewater,"Chicago, IL 60660",,,Condo,
41.949875,-87.82961,3842 N Panama Ave,280000.0,"Nov 26, 2014",Dunning,"Chicago, IL 60634",3.0,,Single-Family Home,2074.0
41.870872,-87.62807,899 S Plymouth Ct #105,188000.0,"Nov 26, 2014",Loop,"Chicago, IL 60605",,,Condo,
41.84887,-87.71648,2330 S Millard Ave,186000.0,"Nov 26, 2014",Little Village,"Chicago, IL 60623",4.0,,Single-Family Home,2580.0
41.87461,-87.75316,5099 W Van Buren St,80000.0,"Nov 26, 2014",Austin,"Chicago, IL 60644",2.0,,Single-Family Home,1086.0
41.78845,-87.623436,5823 S Wabash Ave,80000.0,"Nov 26, 2014",Washington Park,"Chicago, IL 60637",,,Multi-Family,4104.0
41.778297,-87.762344,5612 W 63rd St,141000.0,"Nov 26, 2014",Clearing,"Chicago, IL 60638",,,Multi-Family,4992.0
41.903458,-87.627525,30 E Elm St #20G,235000.0,"Nov 26, 2014",Near North Side,"Chicago, IL 60611",,,Condo,
41.723118,-87.63926,9405 S Lowe Ave,191000.0,"Nov 26, 2014",Washington Heights - Brainerd,"Chicago, IL 60620",4.0,,Single-Family Home,2016.0
41.743877,-87.726585,4202 W 82nd St,245000.0,"Nov 26, 2014",Scottsdale,"Chicago, IL 60652",3.0,,Single-Family Home,1025.0
41.93605,-87.712036,3011 N Kimball Ave,200000.0,"Nov 26, 2014",Avondale,"Chicago, IL 60618",,,Multi-Family,1408.0
41.888348,-87.62881,300 N State St #5322,398000.0,"Nov 26, 2014",Near North Side,"Chicago, IL 60654",,,Condo,
41.96771,-87.73136,4745 N Kedvale Ave,310000.0,"Nov 26, 2014",Albany Park,"Chicago, IL 60630",,,Multi-Family,2242.0
41.92023,-87.67735,2119 N Damen Ave #3,380000.0,"Nov 26, 2014",Bucktown,"Chicago, IL 60647",,,Condo,
41.938126,-87.78157,6211 W Belmont Ave,200000.0,"Nov 26, 2014",Belmont Central,"Chicago, IL 60634",,,Multi-Family,3620.0
41.895233,-87.671936,737 N Wood St,397000.0,"Nov 26, 2014",Goose Island,"Chicago, IL 60622",2.0,,Townhouse,1523.0
41.815353,-87.689995,2609 W Pope John Paul Ii Dr,168000.0,"Nov 26, 2014",Brighton Park,"Chicago, IL 60632",,,Multi-Family,2128.0
41.912785,-87.69058,1721 N Maplewood Ave,780000.0,"Nov 26, 2014",West Town,"Chicago, IL 60647",,,Multi-Family,1808.0
41.78526,-87.69687,5937 S Richmond St,78000.0,"Nov 26, 2014",Chicago Lawn,"Chicago, IL 60629",3.0,,Single-Family Home,1239.0
41.785103,-87.69634,5942 S Francisco Ave,72000.0,"Nov 26, 2014",Chicago Lawn,"Chicago, IL 60629",3.0,,Single-Family Home,897.0
41.989304,-87.66235,1252 W Rosedale Ave,410000.0,"Nov 26, 2014",Edgewater,"Chicago, IL 60660",3.0,,Single-Family Home,1584.0
41.960136,-87.64769,4250 N Marine Dr #1131,116500.0,"Nov 26, 2014",Uptown,"Chicago, IL 60613",,,Condo,
41.937325,-87.80418,3130 N Nottingham Ave,221000.0,"Nov 26, 2014",Montclare,"Chicago, IL 60634",2.0,,Single-Family Home,1012.0
41.819202,-87.68928,4063 S Rockwell St,325000.0,"Nov 26, 2014",Brighton Park,"Chicago, IL 60632",,,Single-Family Home,
41.715065,-87.5937,9858 S Avalon Ave,70000.0,"Nov 26, 2014",Pullman,"Chicago, IL 60628",3.0,,Single-Family Home,1204.0
41.89813,-87.6216,201 E Chestnut St #19B,469000.0,"Nov 26, 2014",Near North Side,"Chicago, IL 60611",,,Condo,
41.658382,-87.55475,13022 S Muskegon Ave,90000.0,"Nov 26, 2014",Hegewisch,"Chicago, IL 60633",,,Multi-Family,2664.0
41.905167,-87.67768,2006 W Potomac Ave,770000.0,"Nov 26, 2014",Wicker Park,"Chicago, IL 60622",3.0,,Townhouse,1581.0
41.99328,-87.7825,6141 N Melvina Ave,510000.0,"Nov 26, 2014",Norwood Park,"Chicago, IL 60646",2.0,,Single-Family Home,1007.0
41.899628,-87.68789,2420 W Augusta Blvd,280000.0,"Nov 26, 2014",West Town,"Chicago, IL 60622",,,Multi-Family,2160.0
41.977028,-87.6902,2420 W Farragut Ave #3A2420,125000.0,"Nov 26, 2014",Lincoln Square,"Chicago, IL 60625",,,Condo,
41.729923,-87.6516,9017 S May St,165000.0,"Nov 26, 2014",Washington Heights - Brainerd,"Chicago, IL 60620",3.0,,Single-Family Home,1512.0
41.810432,-87.7107,4558 S Archer Ave,172500.0,"Nov 26, 2014",Brighton Park,"Chicago, IL 60632",,,Multi-Family,5103.0
41.91643,-87.67903,2034 W Cortland St,1085000.0,"Nov 26, 2014",Bucktown,"Chicago, IL 60647",3.0,,Single-Family Home,2310.0
41.90001,-87.68889,2449 W Cortez St #3,389000.0,"Nov 26, 2014",West Town,"Chicago, IL 60622",,,Condo,
41.726986,-87.59403,9220 S Avalon Ave,21500.0,"Nov 25, 2014",Burnside,"Chicago, IL 60619",2.0,,Single-Family Home,968.0
41.933346,-87.70344,2843 N Whipple St,540000.0,"Nov 25, 2014",Avondale,"Chicago, IL 60618",3.0,,Single-Family Home,1645.0
41.958767,-87.64952,754 W Buena Ave #2W,237500.0,"Nov 25, 2014",Uptown,"Chicago, IL 60613",,,Condo,
41.898815,-87.623024,175 E Delaware Pl #5910,390000.0,"Nov 25, 2014",Near North Side,"Chicago, IL 60611",,,Condo,
41.933353,-87.658356,1147 W Wolfram St #2,367500.0,"Nov 25, 2014",,"Chicago, IL 60657",,,Condo,
41.936893,-87.63908,360 W Wellington Ave #2B,170000.0,"Nov 25, 2014",,"Chicago, IL 60657",,,Condo,
41.908504,-87.710495,3326 W Le Moyne St,337500.0,"Nov 25, 2014",Humboldt Park,"Chicago, IL 60651",,,Multi-Family,4984.0
41.903008,-87.75614,1224 N Laramie Ave,178000.0,"Nov 25, 2014",Austin,"Chicago, IL 60651",,,Multi-Family,3075.0
41.965073,-87.69282,2540 W Wilson Ave,655000.0,"Nov 25, 2014",Ravenswood,"Chicago, IL 60625",,,Multi-Family,2568.0
41.893143,-87.62064,600 N Fairbanks Ct #2903,433000.0,"Nov 25, 2014",Near North Side,"Chicago, IL 60611",,,Condo,
41.7264,-87.59886,9238 S Dobson Ave,90000.0,"Nov 25, 2014",Burnside,"Chicago, IL 60619",4.0,,Single-Family Home,1800.0
41.893845,-87.67551,1923 W Huron St,1075000.0,"Nov 25, 2014",Ukranian Village,"Chicago, IL 60622",,,Unknown,
41.957726,-87.70899,3224 W Berteau Ave #3224-2,59000.0,"Nov 25, 2014",Irving Park,"Chicago, IL 60618",,,Condo,
41.905064,-87.6717,1742 W Potomac Ave,725000.0,"Nov 25, 2014",Wicker Park,"Chicago, IL 60622",3.0,,Single-Family Home,1734.0
41.93739,-87.68649,2321 W Barry Ave,550000.0,"Nov 25, 2014",Roscoe Village,"Chicago, IL 60618",,,Multi-Family,2513.0
41.70378,-87.54047,10524 S Avenue O,36000.0,"Nov 25, 2014",East Side,"Chicago, IL 60617",2.0,,Single-Family Home,720.0
41.78631,-87.78927,5810 S Normandy Ave,150000.0,"Nov 25, 2014",Garfield Ridge,"Chicago, IL 60638",3.0,,Single-Family Home,1106.0
41.88236,-87.731964,4234 W Washington Blvd,110000.0,"Nov 25, 2014",West Garfield Park,"Chicago, IL 60624",,,Multi-Family,2856.0
41.968304,-87.77665,5915 W Gunnison St #5G,80000.0,"Nov 25, 2014",Portage Park,"Chicago, IL 60630",,,Condo,
41.78614,-87.79466,5815 S Newland Ave,250000.0,"Nov 25, 2014",Garfield Ridge,"Chicago, IL 60638",3.0,,Single-Family Home,1011.0
41.95393,-87.673195,1733 W Irving Park Rd #222,435000.0,"Nov 25, 2014",,"Chicago, IL 60613",,,Condo,
41.7362,-87.72235,8613 S Komensky Ave,205000.0,"Nov 25, 2014",Scottsdale,"Chicago, IL 60652",3.0,,Single-Family Home,1164.0
41.951168,-87.67706,3828 N Lincoln Ave #2,470000.0,"Nov 25, 2014",North Center,"Chicago, IL 60613",,,Condo,
41.754074,-87.71763,3783 W 76th Pl,209500.0,"Nov 25, 2014",Ashburn,"Chicago, IL 60652",3.0,,Single-Family Home,1097.0
41.723225,-87.5374,3536 E 95th St,22000.0,"Nov 25, 2014",East Side,"Chicago, IL 60617",,,Multi-Family,1496.0
41.925293,-87.63856,345 W Fullerton Pkwy #2401,366500.0,"Nov 25, 2014",Lincoln Park,"Chicago, IL 60614",,,Condo,
41.93322,-87.63707,2800 N Lake Shore Dr #1005,167500.0,"Nov 25, 2014",,"Chicago, IL 60657",,,Condo,
41.77903,-87.76332,6226 S Parkside Ave,265000.0,"Nov 25, 2014",Clearing,"Chicago, IL 60638",,,Multi-Family,2570.0
41.930286,-87.798744,2743 N Newland Ave,188000.0,"Nov 25, 2014",Montclare,"Chicago, IL 60707",2.0,,Single-Family Home,580.0
41.948856,-87.681244,3702 N Hoyne Ave,753000.0,"Nov 25, 2014",North Center,"Chicago, IL 60618",,,Multi-Family,4700.0
41.79275,-87.670265,5527 S Honore St,20000.0,"Nov 25, 2014",West Englewood,"Chicago, IL 60636",3.0,,Single-Family Home,1536.0
41.929882,-87.63962,2608 N Lakeview Ave #2D,325000.0,"Nov 25, 2014",Lincoln Park,"Chicago, IL 60614",,,Condo,
41.89417,-87.689804,2510 W Huron St,465000.0,"Nov 25, 2014",West Town,"Chicago, IL 60612",3.0,,Townhouse,1960.0
41.994232,-87.81242,7411 W Clarence Ave,294000.0,"Nov 25, 2014",Norwood Park,"Chicago, IL 60631",2.0,,Single-Family Home,1000.0
41.98047,-87.65552,5420 N Sheridan Rd #301,97500.0,"Nov 25, 2014",Edgewater,"Chicago, IL 60640",,,Condo,
41.986603,-87.66437,5739 N Ridge Ave #5739-2W,160000.0,"Nov 25, 2014",Edgewater,"Chicago, IL 60660",,,Condo,
41.69573,-87.67933,2300 W 109th St,400000.0,"Nov 25, 2014",Morgan Park,"Chicago, IL 60643",3.0,,Single-Family Home,1404.0
41.962013,-87.71298,4445 N Kimball Ave #3,163000.0,"Nov 25, 2014",Albany Park,"Chicago, IL 60625",,,Condo,
41.93754,-87.646706,663 W Barry Ave #2C,410000.0,"Nov 25, 2014",,"Chicago, IL 60657",,,Condo,
41.748585,-87.69415,7942 S Mozart St,179000.0,"Nov 25, 2014",Ashburn,"Chicago, IL 60652",3.0,,Single-Family Home,1325.0
41.979794,-87.796776,5430 N Oak Park Ave,325000.0,"Nov 25, 2014",Norwood Park,"Chicago, IL 60656",,,Multi-Family,1496.0
41.70047,-87.52487,10710 S Avenue A,85000.0,"Nov 25, 2014",,"Chicago, IL 60617",3.0,,Single-Family Home,1246.0
41.954414,-87.68252,2130 W Irving Park Rd #2130-2,545000.0,"Nov 25, 2014",North Center,"Chicago, IL 60618",,,Condo,
41.774982,-87.765945,5749 W 64th Pl,130000.0,"Nov 25, 2014",Clearing,"Chicago, IL 60638",2.0,,Single-Family Home,910.0
41.77492,-87.68875,6516 S Rockwell St,153500.0,"Nov 25, 2014",Chicago Lawn,"Chicago, IL 60629",,,Multi-Family,2168.0
41.747868,-87.73126,7949 S Kostner Ave,207000.0,"Nov 25, 2014",Scottsdale,"Chicago, IL 60652",2.0,,Single-Family Home,917.0
41.9551,-87.64804,698 W Irving Park Rd #A7,322500.0,"Nov 25, 2014",Uptown,"Chicago, IL 60613",,,Condo,
42.021732,-87.67337,7716 N Paulina St #2S,175000.0,"Nov 25, 2014",Rogers Park,"Chicago, IL 60626",,,Condo,
41.93221,-87.64144,2740 N Pine Grove Ave #4G,170000.0,"Nov 25, 2014",Lincoln Park,"Chicago, IL 60614",,,Condo,
41.991608,-87.65569,6030 N Sheridan Rd #402,78000.0,"Nov 25, 2014",Edgewater,"Chicago, IL 60660",,,Condo,
41.780167,-87.73826,6207 S Knox Ave,134000.0,"Nov 25, 2014",Clearing,"Chicago, IL 60629",3.0,,Townhouse,1031.0
41.91279,-87.672966,1712 N Wood St #1E,438000.0,"Nov 25, 2014",Wicker Park,"Chicago, IL 60622",,,Condo,
41.896416,-87.62385,777 N Michigan Ave #602,146000.0,"Nov 25, 2014",Near North Side,"Chicago, IL 60611",,,Condo,
41.898804,-87.67926,937 N Hoyne Ave,975000.0,"Nov 25, 2014",Ukranian Village,"Chicago, IL 60622",,,Multi-Family,3840.0
41.95711,-87.70775,4141 N Kedzie Ave #402,265000.0,"Nov 25, 2014",Irving Park,"Chicago, IL 60618",,,Unknown,
41.92614,-87.65142,927 W Montana St #1W,755000.0,"Nov 25, 2014",DePaul,"Chicago, IL 60614",,,Condo,
41.812668,-87.66906,4446 S Hermitage Ave,65000.0,"Nov 25, 2014",New City,"Chicago, IL 60609",,,Multi-Family,3630.0
41.89693,-87.6706,831 N Hermitage Ave #2,315000.0,"Nov 25, 2014",Goose Island,"Chicago, IL 60622",,,Condo,
41.89314,-87.62934,33 W Ontario St #50G,280000.0,"Nov 25, 2014",Near North Side,"Chicago, IL 60654",,,Condo,
41.80889,-87.59771,4722 S Woodlawn Ave #3N,145000.0,"Nov 25, 2014",Kenwood,"Chicago, IL 60615",,,Condo,
41.773716,-87.70691,3336 W 66th St,60000.0,"Nov 25, 2014",Chicago Lawn,"Chicago, IL 60629",,,Multi-Family,2793.0
41.756718,-87.7168,3758 W 75th Pl,105000.0,"Nov 25, 2014",Ashburn,"Chicago, IL 60652",3.0,,Single-Family Home,1094.0
41.703403,-87.7041,10430 S Spaulding Ave,220000.0,"Nov 25, 2014",Mount Greenwood,"Chicago, IL 60655",2.0,,Single-Family Home,768.0
41.79016,-87.73619,5639 S Kolmar Ave,150000.0,"Nov 25, 2014",West Elsdon,"Chicago, IL 60629",3.0,,Single-Family Home,1139.0
41.751034,-87.65742,7842 S Ada St,27000.0,"Nov 25, 2014",Auburn Gresham,"Chicago, IL 60620",4.0,,Single-Family Home,1060.0
41.93974,-87.68589,2302 W Belmont Ave #4,330000.0,"Nov 25, 2014",Roscoe Village,"Chicago, IL 60618",,,Condo,
41.804955,-87.73363,4830 S Kostner Ave,169000.0,"Nov 25, 2014",Archer Heights,"Chicago, IL 60632",3.0,,Single-Family Home,1125.0
41.91,-87.67039,1528 N Paulina St #L,327000.0,"Nov 25, 2014",Wicker Park,"Chicago, IL 60622",,,Condo,
41.914196,-87.6856,2324 W Bloomingdale Ave #2324-C,327000.0,"Nov 25, 2014",Bucktown,"Chicago, IL 60647",,,Condo,
41.90199,-87.75789,1155 N Lockwood Ave,27000.0,"Nov 25, 2014",Austin,"Chicago, IL 60651",2.0,,Single-Family Home,990.0
41.929142,-87.63943,2550 N Lakeview Ave,1442500.0,"Nov 25, 2014",Lincoln Park,"Chicago, IL 60614",,,Condo,
41.988758,-87.783104,5906 N Melvina Ave,231500.0,"Nov 25, 2014",Norwood Park,"Chicago, IL 60646",4.0,,Single-Family Home,899.0
41.993137,-87.726746,6138 N Springfield Ave,285000.0,"Nov 25, 2014",North Park,"Chicago, IL 60659",3.0,,Single-Family Home,1235.0
41.68918,-87.6577,1421 W 112th Pl,139000.0,"Nov 25, 2014",Morgan Park,"Chicago, IL 60643",2.0,,Single-Family Home,1040.0
41.92662,-87.65246,954 W Montana St,545000.0,"Nov 25, 2014",DePaul,"Chicago, IL 60614",3.0,,Single-Family Home,1752.0
41.942062,-87.685844,3324 N Oakley Ave,823000.0,"Nov 25, 2014",Roscoe Village,"Chicago, IL 60618",,,Multi-Family,1660.0
41.913425,-87.70067,1736 N Richmond St,150000.0,"Nov 25, 2014",West Town,"Chicago, IL 60647",2.0,,Single-Family Home,732.0
41.89645,-87.683464,2239 W Rice St,675000.0,"Nov 25, 2014",Ukranian Village,"Chicago, IL 60622",,,Multi-Family,2668.0
41.934383,-87.67421,2911 N Wolcott Ave #2911-F,373000.0,"Nov 25, 2014",Roscoe Village,"Chicago, IL 60657",,,Condo,
41.940403,-87.71565,3528 W Melrose St,463000.0,"Nov 25, 2014",Avondale,"Chicago, IL 60618",2.0,,Single-Family Home,708.0
41.98075,-87.83964,8511 W Bryn Mawr Ave #2N,85000.0,"Nov 25, 2014",O'Hare,"Chicago, IL 60631",,,Condo,
41.940784,-87.796646,3325 N Newcastle Ave,266000.0,"Nov 25, 2014",Dunning,"Chicago, IL 60634",4.0,,Single-Family Home,1425.0
41.77446,-87.594955,6616 S Kimbark Ave #3S,134000.0,"Nov 25, 2014",Woodlawn,"Chicago, IL 60637",,,Condo,
41.79839,-87.77675,5147 S Melvina Ave,220000.0,"Nov 24, 2014",Garfield Ridge,"Chicago, IL 60638",3.0,,Single-Family Home,1120.0
41.810337,-87.70195,4548 S Albany Ave,136500.0,"Nov 24, 2014",Brighton Park,"Chicago, IL 60632",2.0,,Single-Family Home,860.0
41.950424,-87.70215,3800 N Richmond St,247500.0,"Nov 24, 2014",Irving Park,"Chicago, IL 60618",2.0,,Single-Family Home,969.0
41.935604,-87.74394,3011 N Kilpatrick Ave,229500.0,"Nov 24, 2014",Cragin,"Chicago, IL 60641",,,Multi-Family,2550.0
41.955013,-87.739685,4048 N Kenneth Ave,607500.0,"Nov 24, 2014",Irving Park,"Chicago, IL 60641",3.0,,Single-Family Home,2356.0
41.920986,-87.640396,2128 N Hudson Ave,177500.0,"Nov 24, 2014",Lincoln Park,"Chicago, IL 60614",,,Condo,
41.95619,-87.72885,4125 N Keystone Ave #406,57500.0,"Nov 24, 2014",Irving Park,"Chicago, IL 60641",,,Condo,
41.946033,-87.66483,3527 N Janssen Ave,1550000.0,"Nov 24, 2014",,"Chicago, IL 60657",4.0,,Single-Family Home,1883.0
41.899807,-87.75053,4954 W Cortez St,113000.0,"Nov 24, 2014",Austin,"Chicago, IL 60651",,,Multi-Family,2188.0
41.98162,-87.792946,5516 N Natoma Ave,240500.0,"Nov 24, 2014",Norwood Park,"Chicago, IL 60656",2.0,,Single-Family Home,904.0
41.938496,-87.81932,3216 N Overhill Ave,245000.0,"Nov 24, 2014",Dunning,"Chicago, IL 60634",3.0,,Single-Family Home,1080.0
41.657555,-87.54386,13054 S Buffalo Ave,96000.0,"Nov 24, 2014",Hegewisch,"Chicago, IL 60633",3.0,,Single-Family Home,1152.0
41.934433,-87.76963,2947 N Mango Ave,200000.0,"Nov 24, 2014",Belmont Central,"Chicago, IL 60634",3.0,,Single-Family Home,1122.0
41.93232,-87.7647,2833 N Luna Ave,235000.0,"Nov 24, 2014",Cragin,"Chicago, IL 60641",,,Multi-Family,1874.0
42.01003,-87.66353,1325 W Greenleaf Ave #1325-G,300000.0,"Nov 24, 2014",Rogers Park,"Chicago, IL 60626",,,Condo,
41.969673,-87.7961,4845 N Oak Park Ave,310000.0,"Nov 24, 2014",Norwood Park,"Chicago, IL 60656",3.0,,Single-Family Home,1420.0
41.779953,-87.71492,3644 W 62nd Pl,155000.0,"Nov 24, 2014",West Lawn,"Chicago, IL 60629",3.0,,Single-Family Home,1359.0
42.01395,-87.81602,7321 N Oriole Ave,288500.0,"Nov 24, 2014",Edison Park,"Chicago, IL 60631",3.0,,Single-Family Home,1070.0
41.78565,-87.78976,5837 S Rutherford Ave,160000.0,"Nov 24, 2014",Garfield Ridge,"Chicago, IL 60638",3.0,,Single-Family Home,1096.0
42.01042,-87.68114,2020 W Greenleaf Ave #2018-3E,85000.0,"Nov 24, 2014",Rogers Park,"Chicago, IL 60645",,,Condo,
41.881065,-87.657425,1200 W Monroe St #703,390000.0,"Nov 24, 2014",,"Chicago, IL 60607",,,Condo,
41.975613,-87.69024,2425 W Foster Ave #2425-2,148500.0,"Nov 24, 2014",Lincoln Square,"Chicago, IL 60625",,,Condo,
41.74744,-87.70319,8015 S Sawyer Ave,220000.0,"Nov 24, 2014",Ashburn,"Chicago, IL 60652",4.0,,Single-Family Home,1440.0
42.001263,-87.8071,6612 N Harlem Ave #2E,115000.0,"Nov 24, 2014",Edison Park,"Chicago, IL 60631",,,Condo,
41.906174,-87.76171,1411 N Lotus Ave,200000.0,"Nov 24, 2014",Austin,"Chicago, IL 60651",3.0,,Single-Family Home,1238.0
41.791927,-87.666084,5604 S Marshfield Ave,130000.0,"Nov 24, 2014",West Englewood,"Chicago, IL 60636",,,Multi-Family,2622.0
41.909164,-87.66552,1508 N Greenview Ave,645000.0,"Nov 24, 2014",Goose Island,"Chicago, IL 60642",,,Single-Family Home,684.0
41.74085,-87.69272,2805 W 84th St,212000.0,"Nov 24, 2014",Ashburn,"Chicago, IL 60652",3.0,,Single-Family Home,998.0
41.735413,-87.616585,8734 S Calumet Ave,174000.0,"Nov 24, 2014",Chatham,"Chicago, IL 60619",3.0,,Single-Family Home,1304.0
42.0111,-87.77381,7131 N Mason Ave,262500.0,"Nov 24, 2014",Forest Glen,"Chicago, IL 60646",2.0,,Single-Family Home,1012.0
41.86624,-87.626945,1255 S State St #1512,222000.0,"Nov 24, 2014",Near South Side,"Chicago, IL 60605",,,Condo,
41.968304,-87.7755,5869 W Gunnison St,298000.0,"Nov 24, 2014",Portage Park,"Chicago, IL 60630",,,Multi-Family,2084.0
41.929882,-87.63962,2600 N Lakeview Ave #5N,225000.0,"Nov 24, 2014",Lincoln Park,"Chicago, IL 60614",,,Condo,
41.950348,-87.827225,3858 N Pacific Ave,196000.0,"Nov 24, 2014",Dunning,"Chicago, IL 60634",2.0,,Single-Family Home,960.0
41.916443,-87.691925,1923 N Rockwell St,800000.0,"Nov 24, 2014",Bucktown,"Chicago, IL 60647",,,Multi-Family,2268.0
41.95351,-87.67731,1924 W Larchmont Ave,1125000.0,"Nov 24, 2014",North Center,"Chicago, IL 60613",4.0,,Single-Family Home,2546.0
41.88552,-87.61469,195 N Harbor Dr #3807,260000.0,"Nov 24, 2014",Loop,"Chicago, IL 60601",,,Condo,
41.9418,-87.70559,3324 N Albany Ave,610000.0,"Nov 24, 2014",Avondale,"Chicago, IL 60618",,,Single-Family Home,
41.855583,-87.70976,3350 W 19th St,53000.0,"Nov 24, 2014",North Lawndale,"Chicago, IL 60623",,,Multi-Family,1952.0
41.968704,-87.78536,6258 W Gunnison St,140000.0,"Nov 24, 2014",Jefferson Park,"Chicago, IL 60630",4.0,,Single-Family Home,2475.0
41.888348,-87.62881,300 N State St #6005,387500.0,"Nov 24, 2014",Near North Side,"Chicago, IL 60654",,,Condo,
41.922447,-87.68415,2237 W Lyndale St,811000.0,"Nov 24, 2014",Bucktown,"Chicago, IL 60647",,,Unknown,2257.0
42.007095,-87.76628,6948 N Chicora Ave,510000.0,"Nov 24, 2014",Forest Glen,"Chicago, IL 60646",3.0,,Single-Family Home,1740.0
41.9488,-87.773705,5850 W Warwick Ave,168000.0,"Nov 24, 2014",Portage Park,"Chicago, IL 60634",2.0,,Single-Family Home,962.0
41.98471,-87.76052,5652 N Latrobe Ave,494500.0,"Nov 24, 2014",Jefferson Park,"Chicago, IL 60646",,,Single-Family Home,
41.737057,-87.61246,8645 S Vernon Ave,220000.0,"Nov 24, 2014",Chatham,"Chicago, IL 60619",3.0,,Single-Family Home,952.0
41.893684,-87.621284,230 E Ontario St #606,180000.0,"Nov 24, 2014",Near North Side,"Chicago, IL 60611",,,Condo,
41.855556,-87.67702,2027 W 19th St,130000.0,"Nov 24, 2014",Pilsen,"Chicago, IL 60608",,,Multi-Family,2116.0
41.96681,-87.74488,4717 N Kilpatrick Ave,277000.0,"Nov 24, 2014",Irving Park,"Chicago, IL 60630",4.0,,Single-Family Home,1104.0
41.724373,-87.63758,9326 S Parnell Ave,155000.0,"Nov 24, 2014",Washington Heights - Brainerd,"Chicago, IL 60620",2.0,,Single-Family Home,1017.0
41.98987,-87.79393,5973 N Northwest Hwy #3C,133000.0,"Nov 24, 2014",Norwood Park,"Chicago, IL 60631",,,Condo,
41.91808,-87.67467,1846 W Armitage Ave #1E,535000.0,"Nov 24, 2014",Bucktown,"Chicago, IL 60622",,,Condo,
41.906155,-87.667336,1337 N Ashland Ave #1,185000.0,"Nov 24, 2014",Wicker Park,"Chicago, IL 60622",,,Condo,
41.879555,-87.72117,104 S Hamlin Blvd,81000.0,"Nov 24, 2014",West Garfield Park,"Chicago, IL 60624",3.0,,Townhouse,1088.0
41.97104,-87.76408,4962 N Milwaukee Ave #2B,286500.0,"Nov 24, 2014",Jefferson Park,"Chicago, IL 60630",,,Condo,
41.87358,-87.66468,614 S Laflin St,497500.0,"Nov 24, 2014",University Village,"Chicago, IL 60607",3.0,,Townhouse,2094.0
41.95637,-87.664536,1400 W Belle Plaine Ave #1402-1,267500.0,"Nov 24, 2014",,"Chicago, IL 60613",,,Condo,
41.754456,-87.66996,7642 S Honore St,53000.0,"Nov 24, 2014",Auburn Gresham,"Chicago, IL 60620",3.0,,Single-Family Home,1441.0
41.70665,-87.53198,10352 S Avenue G,76000.0,"Nov 24, 2014",East Side,"Chicago, IL 60617",2.0,,Single-Family Home,837.0
41.95119,-87.716866,3834 N Drake Ave,355000.0,"Nov 24, 2014",Irving Park,"Chicago, IL 60618",4.0,,Single-Family Home,1402.0
42.01748,-87.80936,7510 N Octavia Ave,259000.0,"Nov 24, 2014",Edison Park,"Chicago, IL 60631",3.0,,Single-Family Home,1094.0
41.956448,-87.78637,4159 N Narragansett Ave,325000.0,"Nov 24, 2014",Portage Park,"Chicago, IL 60634",,,Multi-Family,3256.0
41.809196,-87.70068,4624 S Whipple St,155000.0,"Nov 24, 2014",Brighton Park,"Chicago, IL 60632",,,Multi-Family,1510.0
41.795345,-87.67643,5411 S Hoyne Ave,120000.0,"Nov 24, 2014",New City,"Chicago, IL 60609",,,Multi-Family,1760.0
41.91638,-87.691376,2539 W Homer St,268000.0,"Nov 24, 2014",Bucktown,"Chicago, IL 60647",,,Multi-Family,2206.0
41.742973,-87.734344,8224 S Kilbourn Ave,165000.0,"Nov 24, 2014",Scottsdale,"Chicago, IL 60652",2.0,,Single-Family Home,998.0
41.9873,-87.7172,5823 N Drake Ave,379000.0,"Nov 24, 2014",North Park,"Chicago, IL 60659",3.0,,Single-Family Home,1320.0
41.945934,-87.66483,3523 N Janssen Ave,1300000.0,"Nov 24, 2014",,"Chicago, IL 60657",,,Multi-Family,
41.920254,-87.70663,2131 N Kedzie Blvd #2131-G,76000.0,"Nov 24, 2014",Logan Square,"Chicago, IL 60647",,,Condo,
41.97962,-87.67179,5359 N Paulina St #5359-2,290000.0,"Nov 24, 2014",Edgewater,"Chicago, IL 60640",,,Condo,
41.72271,-87.643616,9408 S Halsted St,175000.0,"Nov 24, 2014",Washington Heights - Brainerd,"Chicago, IL 60620",,,Multi-Family,2569.0
41.889793,-87.62605,405 N Wabash Ave #2309,269000.0,"Nov 24, 2014",Near North Side,"Chicago, IL 60611",,,Condo,
41.872402,-87.68534,720 S Claremont Ave,415000.0,"Nov 24, 2014",Tri-Taylor,"Chicago, IL 60612",,,Multi-Family,2418.0
41.787766,-87.73734,5757 S Kenton Ave #1S,30000.0,"Nov 24, 2014",West Elsdon,"Chicago, IL 60629",,,Condo,
41.949337,-87.80869,3812 N Oconto Ave,288000.0,"Nov 24, 2014",Dunning,"Chicago, IL 60634",3.0,,Single-Family Home,1688.0
41.936256,-87.67314,1754 W Wellington Ave,395000.0,"Nov 24, 2014",,"Chicago, IL 60657",,,Condo,
42.00926,-87.67775,7009 N Wolcott Ave #7009-1,88500.0,"Nov 21, 2014",Rogers Park,"Chicago, IL 60626",,,Condo,
41.90138,-87.730804,1119 N Keeler Ave,87000.0,"Nov 21, 2014",Humboldt Park,"Chicago, IL 60651",2.0,,Single-Family Home,989.0
