Latitude,Longitude,Street Address,Price,Date Sold,Neighborhood,More Address,Beds,Baths,House Type,Size in Square Feet
41.970234,-87.6715,4846 N Paulina St #4846-2W,156000.0,"Dec 15, 2014",Ravenswood,"Chicago, IL 60640",,,Condo,
41.947975,-87.643776,3550 N Lake Shore Dr #2119,175000.0,"Dec 15, 2014",,"Chicago, IL 60657",,,Condo,
41.96912,-87.79734,4825 N Newcastle Ave,226500.0,"Dec 15, 2014",Norwood Park,"Chicago, IL 60656",3.0,1.5,Single-Family Home,1188.0
41.928078,-87.66025,1243 W Draper St,785000.0,"Dec 15, 2014",DePaul,"Chicago, IL 60614",4.0,1.5,Single-Family Home,1680.0
41.810593,-87.69706,4542 S Francisco Ave,220000.0,"Dec 15, 2014",Brighton Park,"Chicago, IL 60632",,2.0,Multi-Family,2458.0
41.95175,-87.722305,3749 W Byron St #3749-1,175000.0,"Dec 15, 2014",Irving Park,"Chicago, IL 60618",,,Condo,
41.71776,-87.6702,9651 S Winchester Ave,610500.0,"Dec 15, 2014",Beverly,"Chicago, IL 60643",4.0,3.0,Single-Family Home,3737.0
41.774002,-87.79164,6816 W 65th St,220000.0,"Dec 15, 2014",Clearing,"Chicago, IL 60638",3.0,2.5,Townhouse,1540.0
41.953304,-87.64557,3900 N Lake Shore Dr #4E,115000.0,"Dec 15, 2014",,"Chicago, IL 60613",,,Condo,
41.929874,-87.6626,2632 N Wayne Ave #1,607500.0,"Dec 15, 2014",DePaul,"Chicago, IL 60614",,,Condo,
41.994072,-87.65464,6157 N Sheridan Rd #5G,227000.0,"Dec 15, 2014",,"Chicago, IL 60660",,,Condo,
41.919186,-87.687675,2050 N Western Ave #2E,246500.0,"Dec 15, 2014",Bucktown,"Chicago, IL 60647",,,Condo,
41.989647,-87.74321,5954 N Forest Glen Ave,375000.0,"Dec 15, 2014",Sauganash,"Chicago, IL 60646",3.0,1.0,Single-Family Home,1404.0
41.750233,-87.715744,3741 W 78th Pl,112000.0,"Dec 15, 2014",Ashburn,"Chicago, IL 60652",2.0,1.0,Single-Family Home,990.0
41.900955,-87.62855,1000 N State St,1130000.0,"Dec 15, 2014",Near North Side,"Chicago, IL 60610",9.0,3.5,Townhouse,3891.0
42.01458,-87.81723,7345 N Ottawa Ave,198000.0,"Dec 15, 2014",Edison Park,"Chicago, IL 60631",2.0,1.0,Single-Family Home,936.0
41.97536,-87.659225,1017 W Winona St #1017-3,205000.0,"Dec 15, 2014",Uptown,"Chicago, IL 60640",,,Condo,
41.72544,-87.661896,9240 S Justine St,90000.0,"Dec 15, 2014",Washington Heights / Brainerd,"Chicago, IL 60620",,3.0,Multi-Family,4246.0
41.951824,-87.66325,3826 N Wayne Ave,2837500.0,"Dec 15, 2014",,"Chicago, IL 60613",4.0,4.5,Single-Family Home,3775.0
41.982613,-87.76798,5551 N Central Ave,370000.0,"Dec 15, 2014",Jefferson Park,"Chicago, IL 60630",,2.0,Multi-Family,2496.0
41.95192,-87.77075,5733 W Dakin St,234500.0,"Dec 15, 2014",Portage Park,"Chicago, IL 60634",2.0,1.0,Single-Family Home,975.0
41.71999,-87.66958,9534 S Longwood Dr,279000.0,"Dec 15, 2014",Beverly,"Chicago, IL 60643",4.0,1.5,Single-Family Home,2162.0
41.941936,-87.65136,850 W Aldine Ave #3,825000.0,"Dec 15, 2014",,"Chicago, IL 60657",,,Condo,
41.739857,-87.72247,8415 S Komensky Ave,245000.0,"Dec 15, 2014",Scottsdale,"Chicago, IL 60652",3.0,1.0,Single-Family Home,1290.0
42.01127,-87.67345,1727 W Estes Ave,155000.0,"Dec 15, 2014",Rogers Park,"Chicago, IL 60626",3.0,1.5,Townhouse,1200.0
41.762093,-87.58271,7310 S Ridgeland Ave #7310-2,29500.0,"Dec 15, 2014",South Shore,"Chicago, IL 60649",,,Condo,
41.79661,-87.79083,5236 S Rutherford Ave,190000.0,"Dec 15, 2014",Garfield Ridge,"Chicago, IL 60638",3.0,1.0,Single-Family Home,1176.0
41.893578,-87.61511,600 N Lake Shore Dr #1801,810000.0,"Dec 15, 2014",Near North Side,"Chicago, IL 60611",,,Condo,
41.931244,-87.66569,2719 N Greenview Ave,831500.0,"Dec 15, 2014",DePaul,"Chicago, IL 60614",3.0,3.5,Townhouse,2720.0
41.930775,-87.75548,5138 W Parker Ave,169000.0,"Dec 15, 2014",Cragin,"Chicago, IL 60639",3.0,1.0,Single-Family Home,1122.0
41.83333,-87.65085,3353 S Morgan St #2,128000.0,"Dec 15, 2014",Bridgeport,"Chicago, IL 60608",,,Condo,
41.93922,-87.68113,2107 W Belmont Ave #3B,405000.0,"Dec 15, 2014",Roscoe Village,"Chicago, IL 60618",,,Condo,
42.014233,-87.77892,7314 N Meade Ave,243500.0,"Dec 15, 2014",Forest Glen,"Chicago, IL 60646",2.0,1.0,Single-Family Home,834.0
41.724686,-87.61335,9328 S Vernon Ave,156000.0,"Dec 15, 2014",Roseland,"Chicago, IL 60619",3.0,1.5,Single-Family Home,869.0
41.9442,-87.68177,3433 N Hamilton Ave,664500.0,"Dec 15, 2014",Roscoe Village,"Chicago, IL 60618",3.0,1.5,Single-Family Home,1609.0
41.95138,-87.65288,3801 N Wilton Ave #914-3,229000.0,"Dec 15, 2014",,"Chicago, IL 60613",,,Condo,
41.949615,-87.645775,3660 N Lake Shore Dr #4403,250000.0,"Dec 12, 2014",,"Chicago, IL 60613",,,Condo,
41.79385,-87.69974,3026 W 55th St,75000.0,"Dec 12, 2014",Gage Park,"Chicago, IL 60632",4.0,2.5,Single-Family Home,1460.0
41.892147,-87.615036,530 N Lake Shore Dr #1801,1035000.0,"Dec 12, 2014",Near North Side,"Chicago, IL 60611",,,Condo,
41.81099,-87.64402,4555 S Emerald Ave,266000.0,"Dec 12, 2014",Canaryville,"Chicago, IL 60609",,2.0,Multi-Family,2226.0
41.932934,-87.70044,2826 N Francisco Ave,307500.0,"Dec 12, 2014",Avondale,"Chicago, IL 60618",3.0,2.0,Single-Family Home,1472.0
41.857086,-87.62973,1813 S Clark St #K46,238000.0,"Dec 12, 2014",Near South Side,"Chicago, IL 60616",,,Condo,
41.977695,-87.840294,8528 W Catherine Ave #2N,132500.0,"Dec 12, 2014",O'Hare,"Chicago, IL 60656",,,Condo,
41.964565,-87.75332,5018 W Wilson Ave,338000.0,"Dec 12, 2014",Portage Park,"Chicago, IL 60630",4.0,1.5,Single-Family Home,1796.0
41.959023,-87.781006,4314 N Moody Ave,399500.0,"Dec 12, 2014",Portage Park,"Chicago, IL 60634",4.0,1.0,Single-Family Home,1451.0
41.929867,-87.66311,2633 N Southport Ave,1050000.0,"Dec 12, 2014",DePaul,"Chicago, IL 60614",5.0,5.0,Single-Family Home,3143.0
41.964714,-87.74076,4456 W Wilson Ave,600000.0,"Dec 12, 2014",Irving Park,"Chicago, IL 60630",,2.0,Multi-Family,1200.0
41.95022,-87.797035,3837 N Newcastle Ave,387500.0,"Dec 12, 2014",Dunning,"Chicago, IL 60634",2.0,1.0,Single-Family Home,857.0
41.915733,-87.71041,1902 N Spaulding Ave #2W,240000.0,"Dec 12, 2014",Logan Square,"Chicago, IL 60647",,,Condo,
41.786556,-87.72518,4065 W 58th Pl,93000.0,"Dec 12, 2014",West Elsdon,"Chicago, IL 60629",2.0,1.0,Townhouse,992.0
41.724197,-87.65944,9320 S Bishop St,160000.0,"Dec 12, 2014",Washington Heights / Brainerd,"Chicago, IL 60620",3.0,1.5,Single-Family Home,1398.0
41.9083,-87.76551,1523 N Central Ave,178000.0,"Dec 12, 2014",Austin,"Chicago, IL 60651",,2.0,Multi-Family,1380.0
41.93845,-87.65143,850 W Barry Ave #850-1A,189000.0,"Dec 12, 2014",,"Chicago, IL 60657",,,Condo,
41.954105,-87.648476,3930 N Pine Grove Ave #1803,240000.0,"Dec 12, 2014",,"Chicago, IL 60613",,,Condo,
41.717625,-87.662384,9727 S Charles St,100000.0,"Dec 12, 2014",Beverly,"Chicago, IL 60643",2.0,1.0,Single-Family Home,955.0
41.90152,-87.72539,1120 N Harding Ave,160000.0,"Dec 12, 2014",Humboldt Park,"Chicago, IL 60651",,6.0,Multi-Family,5550.0
41.949406,-87.83502,3831 N Pontiac Ave,143000.0,"Dec 12, 2014",Dunning,"Chicago, IL 60634",2.0,1.0,Single-Family Home,400.0
41.920918,-87.67849,2012 W Shakespeare Ave #2,440000.0,"Dec 12, 2014",Bucktown,"Chicago, IL 60647",,,Condo,
41.846577,-87.63392,252 W 25th Pl,293000.0,"Dec 12, 2014",Armour Square,"Chicago, IL 60616",3.0,1.5,Townhouse,1170.0
41.89781,-87.634926,849 N Franklin St #1407,670000.0,"Dec 12, 2014",Near North Side,"Chicago, IL 60610",,,Condo,
41.73565,-87.71324,3631 W 86th Pl,142000.0,"Dec 12, 2014",Ashburn,"Chicago, IL 60652",2.0,1.0,Single-Family Home,1080.0
41.77338,-87.60303,6655 S Drexel Ave,195000.0,"Dec 12, 2014",Woodlawn,"Chicago, IL 60637",,3.5,Multi-Family,3641.0
41.922066,-87.68179,2222 N Hamilton Ave,649000.0,"Dec 12, 2014",Bucktown,"Chicago, IL 60647",,2.0,Multi-Family,1440.0
41.87185,-87.62811,801 S Plymouth Ct #1009,205000.0,"Dec 12, 2014",Loop,"Chicago, IL 60605",,,Condo,
41.904232,-87.63391,1212 N La Salle Dr #2304,195000.0,"Dec 12, 2014",Near North Side,"Chicago, IL 60610",,,Condo,
42.018246,-87.814766,7545 N Oleander Ave,240000.0,"Dec 12, 2014",Edison Park,"Chicago, IL 60631",2.0,1.0,Single-Family Home,982.0
41.8395,-87.72841,2832 S Kedvale Ave,70000.0,"Dec 12, 2014",Little Village,"Chicago, IL 60623",,2.0,Multi-Family,2202.0
41.92732,-87.70321,2518 N Willetts Ct #GS,190000.0,"Dec 12, 2014",Logan Square,"Chicago, IL 60647",,,Condo,
41.76941,-87.58837,1469 E 69th St #3,60000.0,"Dec 12, 2014",South Shore,"Chicago, IL 60637",,,Condo,
41.976334,-87.7671,5539 W Farragut Ave,250000.0,"Dec 12, 2014",Jefferson Park,"Chicago, IL 60630",,2.0,Multi-Family,1672.0
41.78816,-87.78444,5712 S Natchez Ave,220000.0,"Dec 12, 2014",Garfield Ridge,"Chicago, IL 60638",3.0,1.0,Single-Family Home,1008.0
41.955894,-87.64859,732 W Bittersweet Pl #1001,62000.0,"Dec 12, 2014",Uptown,"Chicago, IL 60613",,,Condo,
41.971493,-87.67575,4923 N Wolcott Ave #4923-3A,165000.0,"Dec 12, 2014",Ravenswood,"Chicago, IL 60640",,,Condo,
41.91634,-87.63512,1850 N Clark St #705,84500.0,"Dec 12, 2014",Lincoln Park,"Chicago, IL 60614",,,Condo,
41.729618,-87.56859,9104 S Crandon Ave,141000.0,"Dec 12, 2014",Calumet Heights,"Chicago, IL 60617",3.0,1.0,Single-Family Home,1226.0
41.93066,-87.642456,518 W Wrightwood Ave #518-W2,321000.0,"Dec 12, 2014",Lincoln Park,"Chicago, IL 60614",,,Condo,
41.770878,-87.608505,6810 S Langley Ave,35000.0,"Dec 12, 2014",Woodlawn,"Chicago, IL 60637",,2.0,Multi-Family,1938.0
41.926018,-87.70657,2478 N Albany Ave #6,226000.0,"Dec 12, 2014",Logan Square,"Chicago, IL 60647",,,Condo,
41.93625,-87.79407,3059 N Rutherford Ave,235000.0,"Dec 12, 2014",Montclare,"Chicago, IL 60634",4.0,2.0,Single-Family Home,1290.0
41.949753,-87.72965,4111 W Grace St,725000.0,"Dec 12, 2014",Irving Park,"Chicago, IL 60641",,3.5,Multi-Family,4080.0
41.918343,-87.65518,1050 W Armitage Ave #1050-A,434500.0,"Dec 12, 2014",DePaul,"Chicago, IL 60614",,,Condo,
41.987457,-87.73985,5854 N Kenneth Ave,431000.0,"Dec 12, 2014",Sauganash,"Chicago, IL 60646",4.0,2.0,Single-Family Home,2034.0
41.76311,-87.709496,3447 W 71st Pl,80000.0,"Dec 12, 2014",Chicago Lawn,"Chicago, IL 60629",3.0,1.0,Single-Family Home,1417.0
41.699257,-87.66092,1507 W 107th St,380000.0,"Dec 12, 2014",Morgan Park,"Chicago, IL 60643",4.0,2.5,Single-Family Home,2492.0
41.763664,-87.698235,7124 S Sacramento Ave,150000.0,"Dec 12, 2014",Chicago Lawn,"Chicago, IL 60629",3.0,1.0,Single-Family Home,1114.0
41.89532,-87.62647,30 E Huron St #3906,256000.0,"Dec 12, 2014",Near North Side,"Chicago, IL 60611",,,Condo,
41.90864,-87.629745,1427 N Dearborn St #4S,615000.0,"Dec 12, 2014",Near North Side,"Chicago, IL 60610",,,Condo,
41.921486,-87.7822,6243 W Grand Ave,204000.0,"Dec 12, 2014",Belmont Central,"Chicago, IL 60639",2.0,1.0,Single-Family Home,975.0
41.77568,-87.72145,3929 W 64th Pl,168000.0,"Dec 12, 2014",West Lawn,"Chicago, IL 60629",2.0,1.0,Single-Family Home,1180.0
41.89366,-87.68765,2419 W Huron St,340000.0,"Dec 12, 2014",West Town,"Chicago, IL 60612",2.0,1.0,Single-Family Home,798.0
42.01315,-87.816025,7259 N Oriole Ave,682000.0,"Dec 12, 2014",Edison Park,"Chicago, IL 60631",2.0,1.0,Single-Family Home,840.0
41.84397,-87.71564,2611 S Millard Ave,135000.0,"Dec 12, 2014",Little Village,"Chicago, IL 60623",,2.0,Multi-Family,2608.0
41.977734,-87.679146,5259 N Damen Ave,536000.0,"Dec 12, 2014",Lincoln Square,"Chicago, IL 60625",3.0,1.0,Single-Family Home,1526.0
41.90288,-87.67844,2029 W Division St #2029-2,411000.0,"Dec 12, 2014",Wicker Park,"Chicago, IL 60622",,,Condo,
41.92054,-87.63676,2100 N Lincoln Park W #9D-N,580000.0,"Dec 12, 2014",Lincoln Park,"Chicago, IL 60614",,,Condo,
41.74716,-87.567726,8128 S Oglesby Ave,220000.0,"Dec 12, 2014",South Chicago,"Chicago, IL 60617",3.0,1.5,Single-Family Home,1312.0
41.79888,-87.604256,5258 S Drexel Ave #5258-2G,133000.0,"Dec 12, 2014",Hyde Park,"Chicago, IL 60615",,,Condo,
41.912254,-87.63395,1660 N La Salle Dr #603,129000.0,"Dec 12, 2014",Lincoln Park,"Chicago, IL 60614",,,Condo,
41.799175,-87.67748,2112 W 52nd St,68500.0,"Dec 12, 2014",Back of the Yards,"Chicago, IL 60609",3.0,1.0,Single-Family Home,940.0
41.961884,-87.75209,4441 N Lavergne Ave,490000.0,"Dec 12, 2014",Portage Park,"Chicago, IL 60630",,2.0,Multi-Family,2892.0
41.957283,-87.701126,4150 N Francisco Ave,748000.0,"Dec 12, 2014",Irving Park,"Chicago, IL 60618",2.0,1.5,Single-Family Home,566.0
41.94835,-87.67331,3649 N Ravenswood Ave,475000.0,"Dec 12, 2014",,"Chicago, IL 60613",,3.0,Multi-Family,1374.0
41.879627,-87.682205,2215 W Monroe St #1,125000.0,"Dec 12, 2014",,"Chicago, IL 60612",,,Condo,
41.922955,-87.682335,2307 N Leavitt St #1,485000.0,"Dec 12, 2014",Bucktown,"Chicago, IL 60647",,,Condo,
42.01682,-87.66783,7431 N Greenview Ave #7431-3,200000.0,"Dec 12, 2014",Rogers Park,"Chicago, IL 60626",,,Condo,
41.896843,-87.692856,2624 W Rice St #1F,222500.0,"Dec 12, 2014",West Town,"Chicago, IL 60622",,,Condo,
41.912354,-87.77567,1742 N Austin Ave,235000.0,"Dec 12, 2014",Galewood,"Chicago, IL 60639",,2.0,Multi-Family,1876.0
41.915443,-87.643234,1827 N Larrabee St,802000.0,"Dec 12, 2014",Lincoln Park,"Chicago, IL 60614",4.0,3.0,Single-Family Home,2302.0
41.763905,-87.717094,3753 W 71st St,114000.0,"Dec 12, 2014",West Lawn,"Chicago, IL 60629",2.0,1.0,Single-Family Home,1015.0
42.010826,-87.68209,7067 N Ridge Blvd #3,85000.0,"Dec 12, 2014",Rogers Park,"Chicago, IL 60645",,,Condo,
41.939022,-87.638855,3150 N Lake Shore Dr #32B,425000.0,"Dec 12, 2014",,"Chicago, IL 60657",,,Condo,
41.931984,-87.641884,2747 N Hampden Ct #2747-3W,208500.0,"Dec 12, 2014",Lincoln Park,"Chicago, IL 60614",,,Condo,
41.83549,-87.64845,3229 S Lituanica Ave #2,179500.0,"Dec 12, 2014",Bridgeport,"Chicago, IL 60608",,,Condo,
41.916737,-87.71956,1942 N Lawndale Ave,221000.0,"Dec 12, 2014",Logan Square,"Chicago, IL 60647",,2.5,Multi-Family,2190.0
41.722652,-87.60563,9436 S Burnside Ave,90000.0,"Dec 12, 2014",Roseland,"Chicago, IL 60619",3.0,1.0,Townhouse,1168.0
41.93371,-87.67402,1806 W Diversey Pkwy,550000.0,"Dec 12, 2014",Roscoe Village,"Chicago, IL 60614",3.0,2.5,Single-Family Home,1935.0
41.687286,-87.70152,11319 S Sawyer Ave,250000.0,"Dec 12, 2014",Mount Greenwood,"Chicago, IL 60655",3.0,1.0,Single-Family Home,1440.0
41.769695,-87.68862,6810 S Rockwell St,137500.0,"Dec 12, 2014",Chicago Lawn,"Chicago, IL 60629",,2.0,Multi-Family,2348.0
41.957115,-87.72978,4117 W Berteau Ave #204,137000.0,"Dec 12, 2014",Irving Park,"Chicago, IL 60641",,,Condo,
41.909607,-87.63247,88 W Schiller St #1609L,205000.0,"Dec 12, 2014",Near North Side,"Chicago, IL 60610",,,Condo,
41.893272,-87.68775,2422 W Erie St,750000.0,"Dec 12, 2014",West Town,"Chicago, IL 60612",4.0,1.5,Single-Family Home,2412.0
41.753025,-87.703354,7711 S Sawyer Ave,88000.0,"Dec 12, 2014",Ashburn,"Chicago, IL 60652",2.0,1.0,Single-Family Home,984.0
41.792686,-87.792465,5447 S Newcastle Ave,215000.0,"Dec 12, 2014",Garfield Ridge,"Chicago, IL 60638",2.0,1.0,Single-Family Home,1318.0
41.961178,-87.7637,5433 W Agatite Ave,220000.0,"Dec 12, 2014",Portage Park,"Chicago, IL 60630",3.0,1.0,Single-Family Home,1341.0
41.910595,-87.76761,1639 N Mango Ave,63500.0,"Dec 12, 2014",Austin,"Chicago, IL 60639",,3.0,Multi-Family,3043.0
41.796124,-87.7633,5307 S Parkside Ave,152000.0,"Dec 12, 2014",Garfield Ridge,"Chicago, IL 60638",2.0,1.0,Single-Family Home,1056.0
41.85357,-87.73303,4320 W 21st St,32000.0,"Dec 12, 2014",North Lawndale,"Chicago, IL 60623",2.0,1.0,Single-Family Home,756.0
41.922848,-87.68663,2336 W Lyndale St,650000.0,"Dec 12, 2014",Bucktown,"Chicago, IL 60647",4.0,1.0,Single-Family Home,1200.0
41.671986,-87.628136,12215 S Yale Ave,137500.0,"Dec 12, 2014",West Pullman,"Chicago, IL 60628",3.0,1.0,Single-Family Home,1344.0
41.91106,-87.69875,1625 N Francisco Ave,650000.0,"Dec 12, 2014",West Town,"Chicago, IL 60647",,2.0,Multi-Family,2100.0
41.940613,-87.68358,3236 N Leavitt St #2,298500.0,"Dec 12, 2014",Roscoe Village,"Chicago, IL 60618",,,Condo,
41.891003,-87.63376,501 N Wells St #501W-1,450000.0,"Dec 12, 2014",Near North Side,"Chicago, IL 60654",,,Condo,
41.822647,-87.68324,2323 W Pershing Rd #213,100000.0,"Dec 12, 2014",Back of the Yards,"Chicago, IL 60609",,,Condo,
41.911827,-87.778595,1727 N Moody Ave,267500.0,"Dec 12, 2014",Galewood,"Chicago, IL 60639",4.0,2.0,Single-Family Home,1774.0
42.005184,-87.69519,6804 N Rockwell St,192000.0,"Dec 12, 2014",West Rogers Park,"Chicago, IL 60645",2.0,1.5,Townhouse,1256.0
41.96568,-87.74176,4640 N Kilbourn Ave,283500.0,"Dec 12, 2014",Irving Park,"Chicago, IL 60630",,2.0,Multi-Family,2102.0
41.913902,-87.710335,1802 N Spaulding Ave,265000.0,"Dec 12, 2014",Logan Square,"Chicago, IL 60647",3.0,2.5,Townhouse,1902.0
41.945824,-87.72024,3540 N Lawndale Ave #3540-1,130000.0,"Dec 12, 2014",Avondale,"Chicago, IL 60618",,,Condo,
41.7708,-87.71798,3804 W 67th Pl,130000.0,"Dec 11, 2014",West Lawn,"Chicago, IL 60629",4.0,1.5,Single-Family Home,943.0
41.93523,-87.63962,2930 N Sheridan Rd #2101,300000.0,"Dec 11, 2014",,"Chicago, IL 60657",,,Condo,
41.95462,-87.66501,1414 W Irving Park Rd #3E,425000.0,"Dec 11, 2014",,"Chicago, IL 60613",,,Condo,
41.755646,-87.58256,7644 S Ridgeland Ave,76500.0,"Dec 11, 2014",South Shore,"Chicago, IL 60649",3.0,1.5,Single-Family Home,1328.0
41.89903,-87.61999,253 E Delaware Pl #9G,147000.0,"Dec 11, 2014",Near North Side,"Chicago, IL 60611",,,Condo,
41.95746,-87.701645,4157 N Richmond St,860000.0,"Dec 11, 2014",Irving Park,"Chicago, IL 60618",,3.0,Multi-Family,2212.0
41.939903,-87.69854,3215 N Elston Ave,340000.0,"Dec 11, 2014",Avondale,"Chicago, IL 60618",,,Unknown,
41.957275,-87.65581,4125 N Kenmore Ave #4125-2N,326000.0,"Dec 11, 2014",Uptown,"Chicago, IL 60613",,,Condo,
41.874737,-87.68948,2519 W Congress Pkwy #1,141000.0,"Dec 11, 2014",Tri-Taylor,"Chicago, IL 60612",,,Condo,
41.7461,-87.62889,8137 S Wentworth Ave,127000.0,"Dec 11, 2014",Chatham,"Chicago, IL 60620",3.0,1.0,Single-Family Home,1040.0
41.83011,-87.645226,3520 S Emerald Ave,355000.0,"Dec 11, 2014",Bridgeport,"Chicago, IL 60609",,3.0,Multi-Family,2576.0
41.771286,-87.71851,3821 W Marquette Rd,210000.0,"Dec 11, 2014",West Lawn,"Chicago, IL 60629",3.0,2.0,Single-Family Home,967.0
41.946842,-87.78559,6342 W Patterson Ave,300000.0,"Dec 11, 2014",Dunning,"Chicago, IL 60634",3.0,1.0,Single-Family Home,1398.0
41.808846,-87.59985,4722 S Greenwood Ave #4722-2W,177000.0,"Dec 11, 2014",Kenwood,"Chicago, IL 60615",,,Condo,
41.931767,-87.65613,2740 N Seminary Ave,879000.0,"Dec 11, 2014",DePaul,"Chicago, IL 60614",,2.0,Multi-Family,1470.0
41.95587,-87.789215,6461 W Warner Ave #6-217,148000.0,"Dec 11, 2014",Dunning,"Chicago, IL 60634",,,Condo,
41.897198,-87.65978,1256 W Fry St,460500.0,"Dec 11, 2014",Goose Island,"Chicago, IL 60642",2.0,2.5,Townhouse,1623.0
41.997925,-87.761345,6421 N Minnehaha Ave,415000.0,"Dec 11, 2014",Forest Glen,"Chicago, IL 60646",2.0,1.5,Single-Family Home,1420.0
41.805336,-87.61601,4921 S King Dr #1S,125500.0,"Dec 11, 2014",Grand Boulevard,"Chicago, IL 60615",,,Condo,
41.895355,-87.62495,100 E Huron St #1607,378500.0,"Dec 11, 2014",Near North Side,"Chicago, IL 60611",,,Condo,
41.77645,-87.73037,6406 S Kildare Ave,138500.0,"Dec 11, 2014",West Lawn,"Chicago, IL 60629",3.0,1.0,Single-Family Home,853.0
41.920376,-87.65926,2117 N Magnolia Ave,847500.0,"Dec 11, 2014",DePaul,"Chicago, IL 60614",3.0,3.5,Townhouse,1522.0
41.94279,-87.795525,3431 N Oak Park Ave,258000.0,"Dec 11, 2014",Dunning,"Chicago, IL 60634",3.0,1.0,Single-Family Home,1024.0
41.90024,-87.74693,4825 W Thomas St,39000.0,"Dec 11, 2014",Austin,"Chicago, IL 60651",2.0,1.5,Single-Family Home,970.0
41.898827,-87.6196,260 E Chestnut St #1809,128000.0,"Dec 11, 2014",Near North Side,"Chicago, IL 60611",,,Condo,
41.948055,-87.80181,3727 N Nora Ave,250000.0,"Dec 11, 2014",Dunning,"Chicago, IL 60634",2.0,1.0,Single-Family Home,1200.0
41.980907,-87.67252,5438 N Paulina St,637500.0,"Dec 11, 2014",Edgewater,"Chicago, IL 60640",,2.0,Multi-Family,2192.0
41.80125,-87.7316,5035 S Kolin Ave,107000.0,"Dec 11, 2014",Archer Heights,"Chicago, IL 60632",2.0,1.0,Single-Family Home,736.0
41.93434,-87.677826,2905 N Damen Ave #2,323000.0,"Dec 11, 2014",Roscoe Village,"Chicago, IL 60618",,,Condo,
41.91931,-87.71945,3700 W Dickens Ave,250000.0,"Dec 11, 2014",Logan Square,"Chicago, IL 60647",4.0,2.5,Single-Family Home,1662.0
41.92958,-87.736084,4345 W Schubert Ave,237000.0,"Dec 11, 2014",Hermosa,"Chicago, IL 60639",3.0,1.0,Single-Family Home,1252.0
41.98604,-87.6546,5701 N Sheridan Rd #3N,75000.0,"Dec 11, 2014",Edgewater,"Chicago, IL 60660",,,Condo,
41.93708,-87.68348,3038 N Leavitt St #3,455000.0,"Dec 11, 2014",Roscoe Village,"Chicago, IL 60618",,,Condo,
41.928005,-87.73796,4431 W Wrightwood Ave,327500.0,"Dec 11, 2014",Hermosa,"Chicago, IL 60639",2.0,1.5,Single-Family Home,1336.0
41.806717,-87.61906,4827 S Prairie Ave #4827-3,53000.0,"Dec 11, 2014",Grand Boulevard,"Chicago, IL 60615",,,Condo,
41.981586,-87.76749,5512 N Luna Ave,206000.0,"Dec 11, 2014",Jefferson Park,"Chicago, IL 60630",,2.0,Multi-Family,2052.0
42.00868,-87.808754,7255 W Greenleaf Ave,402500.0,"Dec 11, 2014",Edison Park,"Chicago, IL 60631",4.0,2.5,Single-Family Home,1536.0
41.763897,-87.59615,7206 S Woodlawn Ave,125000.0,"Dec 11, 2014",Greater Grand Crossing,"Chicago, IL 60619",3.0,2.0,Single-Family Home,1662.0
41.916214,-87.64447,1903 N Howe St,3415000.0,"Dec 11, 2014",Lincoln Park,"Chicago, IL 60614",4.0,5.5,Single-Family Home,4017.0
41.840225,-87.62254,2941 S Michigan Ave,42000.0,"Dec 11, 2014",Douglas,"Chicago, IL 60616",,,Condo,
41.984406,-87.656235,5621 N Kenmore Ave #1S,365000.0,"Dec 11, 2014",Edgewater,"Chicago, IL 60660",,,Condo,
41.74437,-87.66659,8215 S Hermitage Ave,57000.0,"Dec 11, 2014",Auburn Gresham,"Chicago, IL 60620",3.0,1.5,Single-Family Home,1372.0
41.971943,-87.69016,5001 N Lincoln Ave #2,537000.0,"Dec 11, 2014",Ravenswood,"Chicago, IL 60625",2.0,2.5,Townhouse,2261.0
41.857346,-87.68002,2139 W 18th St,159000.0,"Dec 11, 2014",Pilsen,"Chicago, IL 60608",2.0,1.0,Single-Family Home,1100.0
41.861755,-87.62158,1521 S Indiana Ave #H68,515000.0,"Dec 11, 2014",Near South Side,"Chicago, IL 60605",,,Condo,
41.975636,-87.65237,5100 N Marine Dr #25B,202000.0,"Dec 11, 2014",Uptown,"Chicago, IL 60640",,,Condo,
41.966095,-87.65581,4621 N Kenmore Ave #1,360000.0,"Dec 11, 2014",Uptown,"Chicago, IL 60640",,,Condo,
41.79396,-87.58925,1454 E 56th St,375000.0,"Dec 11, 2014",Hyde Park,"Chicago, IL 60637",3.0,1.5,Townhouse,1452.0
41.951046,-87.68196,3817 N Hamilton Ave,1784500.0,"Dec 11, 2014",North Center,"Chicago, IL 60618",,2.0,Multi-Family,2676.0
41.797283,-87.58257,5444 S East View Park #5444-3,325000.0,"Dec 11, 2014",Hyde Park,"Chicago, IL 60615",,,Condo,
41.949047,-87.644264,3600 N Lake Shore Dr #2301,310000.0,"Dec 11, 2014",,"Chicago, IL 60613",,,Condo,
41.96366,-87.67067,4507 N Paulina St #1S,317500.0,"Dec 11, 2014",Ravenswood,"Chicago, IL 60640",,,Condo,
41.982086,-87.76436,5531 N Lotus Ave,209000.0,"Dec 11, 2014",Jefferson Park,"Chicago, IL 60630",3.0,1.0,Single-Family Home,995.0
41.928116,-87.76942,2617 N Mango Ave,276000.0,"Dec 11, 2014",Belmont Central,"Chicago, IL 60639",3.0,1.5,Single-Family Home,1545.0
